MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2_Emissions
2018,SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Z,14.1,10.5,12.5,23,291
2018,SUBARU,WRX STI AWD TYPE RA,COMPACT,2.5,4,M6,Z,14.3,10.9,12.8,22,296
2018,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4,6,AS5,X,14.3,11.9,13.2,21,308
2018,TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4,6,AS5,X,14.3,11.9,13.2,21,308
2018,TOYOTA,86,MINICOMPACT,2,4,AS6,Z,9.9,7.3,8.7,32,204
2018,TOYOTA,86,MINICOMPACT,2,4,M6,Z,11.3,8.3,9.9,29,232
2018,TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.4,7.7,9.7,29,226
2018,TOYOTA,CAMRY,MID-SIZE,2.5,4,AS8,X,8.1,5.7,6.9,41,164
2018,TOYOTA,CAMRY LE/SE,MID-SIZE,2.5,4,AS8,X,8.4,6,7.3,39,172
2018,TOYOTA,CAMRY XLE/XSE,MID-SIZE,2.5,4,AS8,X,8.5,6.1,7.4,38,173
2018,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS8,X,10.5,7.1,9,31,210
2018,TOYOTA,CAMRY XSE,MID-SIZE,3.5,6,AS8,X,10.7,7.4,9.2,31,215
2018,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV6,X,4.9,4.8,4.9,58,113
2018,TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV6,X,5.3,5,5.1,55,121
2018,TOYOTA,C-HR,COMPACT,2,4,AV7,X,8.7,7.5,8.2,34,189
2018,TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5,38,174
2018,TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,8.3,6.7,7.5,38,178
2018,TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.5,6.6,7.6,37,178
2018,TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,163
2018,TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,8,6.3,7.2,39,168
2018,TOYOTA,COROLLA iM,MID-SIZE,1.8,4,AV7,X,8.3,6.5,7.5,38,176
2018,TOYOTA,COROLLA iM,MID-SIZE,1.8,4,M6,X,8.8,6.8,7.9,36,185
2018,TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS8,X,11.8,8.7,10.3,27,243
2018,TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS8,X,12.1,9,10.6,27,251
2018,TOYOTA,HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,12,8.9,10.6,27,247
2018,TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27,242
2018,TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.1,8.5,8.3,34,193
2018,TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.3,4.6,4.5,63,105
2018,TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120
2018,TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.5,6,5.8,49,135
2018,TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,10,7.8,9,31,210
2018,TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.5,8.3,9.5,30,222
2018,TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS6,X,10.7,8.4,9.7,29,226
2018,TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,X,6.9,7.8,7.3,39,171
2018,TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.4,13.8,16.4,17,384
2018,TOYOTA,SIENNA,MINIVAN,3.5,6,AS8,X,12.5,8.9,10.9,26,256
2018,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS8,X,13.4,9.6,11.7,24,274
2018,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.1,10.1,11.2,25,263
2018,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,12.6,10,11.4,25,268
2018,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.7,10.6,11.7,24,274
2018,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.2,10.7,12.1,23,283
2018,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.4,12.7,22,299
2018,TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22,300
2018,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.7,13.6,15.9,18,371
2018,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,13.1,14.9,19,354
2018,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18,14.2,16.3,17,383
2018,TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,7.3,5.8,6.6,43,155
2018,TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,7.8,6,6.8,42,164
2018,TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,7.9,6.8,7.4,38,173
2018,TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M5,X,7.8,6.5,7.2,39,168
2018,VOLKSWAGEN,ATLAS,SUV - SMALL,2,4,AS8,X,10.8,8.9,10,28,233
2018,VOLKSWAGEN,ATLAS 4MOTION,SUV - SMALL,3.6,6,AS8,X,13.7,10.1,12.1,23,282
2018,VOLKSWAGEN,BEETLE,COMPACT,2,4,AS6,X,9,7.2,8.2,34,191
2018,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,AS6,X,9,7.2,8.2,34,191
2018,VOLKSWAGEN,BEETLE DUNE,COMPACT,2,4,AS6,X,9.1,6.9,8.1,35,189
2018,VOLKSWAGEN,BEETLE DUNE CONVERTIBLE,SUBCOMPACT,2,4,AS6,X,9.1,6.9,8.1,35,189
2018,VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.6,7.2,8.5,33,199
2018,VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.9,8.2,34,192
2018,VOLKSWAGEN,GOLF GTI,COMPACT,2,4,AM6,X,9.6,7.3,8.6,33,200
2018,VOLKSWAGEN,GOLF GTI,COMPACT,2,4,M6,X,9.6,7.2,8.5,33,199
2018,VOLKSWAGEN,GOLF R,COMPACT,2,4,AM7,Z,10.6,8,9.4,30,220
2018,VOLKSWAGEN,GOLF R,COMPACT,2,4,M6,Z,11.1,8.1,9.8,29,227
2018,VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,AM6,X,10.7,8,9.4,30,220
2018,VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,M6,X,11.1,7.8,9.6,29,225
2018,VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,AS6,X,9.6,7.2,8.5,33,199
2018,VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,M5,X,9.4,6.9,8.2,34,192
2018,VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,AM6,X,10.8,8.1,9.6,29,224
2018,VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,M6,X,10.8,7.6,9.3,30,218
2018,VOLKSWAGEN,PASSAT,MID-SIZE,2,4,AS6,X,9.3,6.5,8.1,35,188
2018,VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,X,12.2,8.5,10.6,27,246
2018,VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,AS8,X,10.6,8.7,9.8,29,229
2018,VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,AS8,X,11.3,8.8,10.2,28,237
2018,VOLVO,S60 T5 AWD,COMPACT,2,4,AS8,X,11,8.1,9.7,29,226
2018,VOLVO,S60 T6 AWD,COMPACT,2,4,AS8,Z,10.9,7.7,9.4,30,221
2018,VOLVO,S60 POLESTAR,COMPACT,2,4,AS8,Z,11.8,8.5,10.3,27,241
2018,VOLVO,S60 CC T5 AWD,COMPACT,2,4,AS8,X,10.8,7.8,9.4,30,220
2018,VOLVO,S90 T5 AWD,MID-SIZE,2,4,AS8,Z,10.1,7.4,8.8,32,206
2018,VOLVO,S90 T6 AWD,MID-SIZE,2,4,AS8,Z,10.6,7.6,9.3,30,216
2018,VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2,4,AS8,X,11,8.1,9.7,29,226
2018,VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2,4,AS8,Z,10.9,7.7,9.4,30,221
2018,VOLVO,V60 POLESTAR,STATION WAGON - SMALL,2,4,AS8,Z,11.8,8.5,10.3,27,241
2018,VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2,4,AS8,X,10.8,7.8,9.4,30,220
2018,VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.6,7.6,9.3,30,216
2018,VOLVO,V90 CC T5 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.4,7.7,9.2,31,214
2018,VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.9,8,9.6,29,224
2018,VOLVO,XC60 T5 AWD,SUV - SMALL,2,4,AS8,Z,10.7,8.5,9.8,29,228
2018,VOLVO,XC60 T6 AWD,SUV - SMALL,2,4,AS8,Z,11.4,8.7,10.2,28,240
2018,VOLVO,XC90 T5 AWD,SUV - STANDARD,2,4,AS8,Z,10.9,8.3,9.7,29,227
2018,VOLVO,XC90 T6 AWD,SUV - STANDARD,2,4,AS8,Z,11.5,8.8,10.3,27,240
